1 1
1 1
1 1
1 1
1 1.02926
1 1.08021
1 1.14637
1 1.22233
1 1.30361
1 1.38662
1 1.46852
1 1.54718
1 1.62104
1 1.68904
1 1.75053
1 1.80521
1 1.85304
1 1.8942
1 1.929
1 2
1 2
1.00915 2
1.02591 2
1.04892 2
1.07698 2
1.10903 2
1.14414 2
1.18151 2
1.22043 2
1.2603 2
1.30061 2
1.34092 2
1.38086 2
1.42012 2
1.45845 2
1.49565 2
1.53155 2
1.56605 2
1.59903 2
1.63045 2
1.66025 2
1.68844 2
1.71499 2
1.73994 2
1.76331 2
1.78513 2
1.80545 2
1.82433 2
1.84181 2
1.85797 2
1.87286 2
1.88655 2
1.8991 2
1.91058 2
2 2
2 2
2.00915 2.02926
2.02591 2.08021
2.04892 2.14637
2.07698 2.22233
2.10903 2.30361
2.14414 2.38662
2.18151 2.46852
2.22043 2.54718
2.2603 2.62104
2.30061 2.68904
2.34092 2.75053
2.38086 2.80521
2.42012 2.85304
2.45845 2.8942
2.49565 2.929
2.53155 2.9579
2.56605 2.9814
2.59903 3.00005
2.63045 3.01441
2.66025 3.02506
2.68844 3.03254
2.71499 3.03734
2.73994 3.03995
2.76331 3.0408
2.78513 3.04025
2.80545 3.03865
2.82433 3.03629
2.84181 3.03341
2.85797 3.03021
2.87286 3.02686
2.88655 3.0235
2.8991 3.02022
2.91058 3.0171
3 3
3 3
3 2.97074
3 2.91979
3 2.85363
3 2.77767
3 2.69639
3 2.61338
3 2.53148
3 2.45282
3 2.37896
3 2.31096
3 2.24947
3 2.19479
3 2.14696
3 2.1058
3 2.071
3 2
3 2
3 2
3 2
3.00915 2
3.02591 2
3.04892 2
3.07698 2
3.10903 2
3.14414 2
3.18151 2
3.22043 2
3.2603 2
3.30061 2
3.34092 2
3.38086 2
3.42012 2
3.45845 2
3.49565 2
3.53155 2
3.56605 2
3.59903 2
3.63045 2
3.66025 2
3.68844 2
3.71499 2
3.73994 2
3.76331 2
3.78513 2
3.80545 2
3.82433 2
3.84181 2
3.85797 2
3.87286 2
3.88655 2
3.8991 2
3.91058 2
4 2
4 2
